"interage_com_farmaco","digoxina"
"interage_com_nome","digoxina"
"interage_com_farmaco","fenitoína"
"indicacao_para_doenca","Depressão"
"indicacao_para_doenca","ansiedade"
"indicacao_para_sintoma","ansiedade"
"indicacao_para_doenca","neuropatia"
"indicacao_para_doenca","Depressão"
"contra_indicado_para_doenca","hipersensibilidade"
"provoca_reacao_sintoma","náusea"
"provoca_reacao_doenca","priapismo"
"provoca_reacao_doenca","hipotensão"
"provoca_reacao_sintoma","bradicardia"
"provoca_reacao_doenca","anemia"
"provoca_reacao_sintoma","flatulência"
"provoca_reacao_doenca","hematúria"
"provoca_reacao_doenca","hipomania"
"provoca_reacao_doenca","ejaculação retrógrada"
"provoca_reacao_doenca","priapismo"
"provoca_reacao_doenca","priapismo"
"provoca_reacao_doenca","priapismo"
"provoca_reacao_doenca","hipotensão"
"provoca_reacao_sintoma","tontura"
"provoca_reacao_sintoma","náusea"
