"interage_com_farmaco","budesonida"
"interage_com_farmaco","budesonida"
"interage_com_farmaco","budesonida"
"interage_com_farmaco","cetoconazol"
"interage_com_farmaco","itraconazol"
"interage_com_farmaco","budesonida"
"interage_com_farmaco","cimetidina"
"interage_com_nome","cimetidina"
"interage_com_farmaco","budesonida"
"interage_com_farmaco","budesonida"
"indicacao_para_doenca","asma"
"contra_indicado_para_doenca","tuberculose"
"contra_indicado_para_doenca","hipersensibilidade"
"provoca_reacao_sintoma","tosse"
"provoca_reacao_doenca","equimose"
"provoca_reacao_doenca","depressão"
"provoca_reacao_doenca","Candidíase"
"provoca_reacao_doenca","afta"
"provoca_reacao_sintoma","Tosse"
"provoca_reacao_doenca","Depressão"
"provoca_reacao_doenca","hipersensibilidade"
"provoca_reacao_doenca","Exantema"
"provoca_reacao_doenca","Dermatite"
"provoca_reacao_doenca","Urticária"
"provoca_reacao_doenca","Equimose"
"provoca_reacao_doenca","osteoporose"
"provoca_reacao_doenca","glaucoma"
"provoca_reacao_doenca","catarata"
