"interage_com_farmaco","digoxina"
"interage_com_nome","digoxina"
"interage_com_farmaco","digoxina"
"interage_com_nome","digoxina"
"interage_com_farmaco","digoxina"
"interage_com_nome","digoxina"
"interage_com_farmaco","ácido acetilsalicílico"
"interage_com_farmaco","ácido acetilsalicílico"
"interage_com_farmaco","aceclofenaco"
"interage_com_farmaco","metotrexato"
"interage_com_farmaco","metotrexato"
"interage_com_nome","Proflam"
"interage_com_farmaco","metotrexato"
"interage_com_farmaco","metotrexato"
"interage_com_farmaco","ciclosporina"
"interage_com_farmaco","ciclosporina"
"indicacao_para_doenca","artrite"
"indicacao_para_doenca","osteoartrite"
"indicacao_para_doenca","espondilite anquilosante"
"contra_indicado_para_doenca","hipersensibilidade"
"contra_indicado_para_doenca","úlcera péptica"
"contra_indicado_para_doenca","urticária"
"contra_indicado_para_doenca","urticária"
"contra_indicado_para_doenca","rinite"
"contra_indicado_para_doenca","rinite"
"contra_indicado_para_doenca","urticária"
"contra_indicado_para_doenca","urticária"
"contra_indicado_para_doenca","rinite"
"contra_indicado_para_doenca","rinite"
"contra_indicado_para_doenca","úlcera péptica"
"contra_indicado_para_doenca","úlcera péptica"
"provoca_reacao_doenca","urticária"
"provoca_reacao_sintoma","tontura"
"provoca_reacao_sintoma","dispepsia"
"provoca_reacao_doenca","dispepsia"
"provoca_reacao_sintoma","náusea"
"provoca_reacao_sintoma","flatulência"
"provoca_reacao_doenca","gastrite"
"provoca_reacao_doenca","estomatite"
"provoca_reacao_sintoma","estomatite"
"provoca_reacao_doenca","pancreatite"
"provoca_reacao_sintoma","melena"
"provoca_reacao_doenca","melena"
"provoca_reacao_doenca","estomatite"
"provoca_reacao_sintoma","estomatite"
"provoca_reacao_sintoma","vertigem"
"provoca_reacao_sintoma","parestesia"
"provoca_reacao_doenca","parestesia"
"provoca_reacao_doenca","depressão"
"provoca_reacao_doenca","insônia"
"provoca_reacao_sintoma","prurido"
"provoca_reacao_doenca","prurido"
"provoca_reacao_doenca","dermatite"
"provoca_reacao_doenca","eczema"
"provoca_reacao_doenca","anemia"
"provoca_reacao_doenca","trombocitopenia"
