"indicacao_para_doenca","infertilidade"
"indicacao_para_doenca","anovulação"
"indicacao_para_doenca","anovulação"
"indicacao_para_doenca","infertilidade"
"indicacao_para_doenca","metrorragia"
"contra_indicado_para_doenca","Hipersensibilidade"
"contra_indicado_para_doenca","alergia"
"contra_indicado_para_doenca","cisto ovariano"
"contra_indicado_para_doenca","cisto ovariano"
"contra_indicado_para_doenca","Insuficiência hepática"
"contra_indicado_para_doenca","Insuficiência hepática"
"contra_indicado_para_doenca","Metrorragia"
"contra_indicado_para_doenca","metrorragia"
"contra_indicado_para_doenca","Cisto ovariano"
"provoca_reacao_doenca","catarata"
"provoca_reacao_doenca","dermatite"
"provoca_reacao_doenca","eritema multiforme"
"provoca_reacao_doenca","equimose"
"provoca_reacao_doenca","Alopécia"
"provoca_reacao_sintoma","tontura"
"provoca_reacao_sintoma","vertigem"
"provoca_reacao_doenca","insônia"
"provoca_reacao_doenca","depressão"
"provoca_reacao_sintoma","astenia"
"provoca_reacao_doenca","acidente vascular cerebral"
"provoca_reacao_doenca","trombose"
"provoca_reacao_doenca","psicose"
"provoca_reacao_sintoma","poliúria"
"provoca_reacao_doenca","metrorragia"
"provoca_reacao_doenca","hipersensibilidade"
"provoca_reacao_sintoma","disúria"
