"interacao","EXCEDRIN"
"interacao","paracetamol"
"interacao","EXCEDRIN"
"interacao","paracetamol"
"interacao","EXCEDRIN"
"interacao","paracetamol"
"interacao","EXCEDRIN"
"interacao","EXCEDRIN"
"interacao","EXCEDRIN"
"interacao","carbamazepina"
"interacao","carbamazepina"
"interacao","EXCEDRIN"
"interacao","cafeína"
"interacao","cafeína"
"interacao","cafeína"
"interacao","cafeína"
"interacao","carbamazepina"
"interacao","isoniazida"
"interacao","fenitoína"
"interacao","zidovudina"
"interacao","paracetamol"
"interacao","paracetamol"
"interacao","carbamazepina"
"interacao","paracetamol"
"interacao","cimetidina"
"interacao","cimetidina"
"interacao","clozapina"
"interacao","teofilina"
"interacao","cafeína"
"interacao","cafeína"
"interacao","cafeína"
"interacao","cafeína"
"interacao","carbamazepina"
"interacao","isoniazida"
"interacao","fenitoína"
"interacao","zidovudina"
"contraIndicacao","hipersensibilidade"
"contraIndicacao","hipersensibilidade"
"reacao","alergia"
"reacao","palpitação"
"reacao","sintoma"
"reacao","hipersensibilidade"
"reacao","hipotermia"
"reacao","palpitação"
"reacao","trombocitopenia"
"reacao","pancitopenia"
"reacao","agranulocitose"
"reacao","anemia hemolítica"
"reacao","eritema"
"reacao","eritema"
"reacao","urticária"
"reacao","coagulação intravascular disseminada"
"reacao","hipoglicemia"
"reacao","hiperglicemia"
